size_sqft,bedrooms,floors,age,price_1000s
2784,3,1,89,404.02
1424,3,1,11,373.36
2561,1,2,31,442.04
3386,3,3,46,544.12
2233,3,1,24,436.7
1292,3,2,18,345.0
2201,3,1,9,511.0
2167,3,1,20,468.19
1659,2,1,1,468.95
2267,5,2,25,508.83
2128,3,2,0,580.89
3027,4,1,6,668.31
1374,2,2,57,257.46
873,5,2,16,304.08
1999,3,1,33,364.3
1572,4,2,2,485.11
2078,5,1,74,366.29
1986,1,2,39,347.26
882,4,2,46,290.46
3181,1,1,27,510.44
1000,4,2,69,274.45
2543,5,1,25,522.93
1237,4,1,35,316.02
1448,4,2,23,342.55
2116,4,2,16,492.0
2682,3,3,19,560.38
2424,1,2,11,496.65
1398,3,1,5,420.18
2778,4,1,19,526.73
2565,1,1,4,563.18
1153,2,1,81,250.42
1374,4,3,34,328.68
1484,3,1,77,272.88
1587,4,2,3,433.87
1655,3,2,40,366.6
1850,1,3,30,377.87
1249,2,2,21,308.36
1809,5,3,1,581.04
2352,2,2,13,513.23
2248,2,2,15,427.49
1145,4,1,9,359.15
1989,3,1,0,544.29
2087,1,2,15,468.35
588,3,1,16,241.41
921,4,1,27,277.65
1759,2,2,13,427.09
1630,4,1,12,414.24
1148,2,1,52,304.84
1745,2,2,20,400.42
3177,2,1,12,595.4
2153,2,2,20,415.18
1901,2,2,36,379.56
1964,5,2,3,564.69
1150,4,1,0,440.81
851,3,1,6,322.91
1673,1,2,17,391.6
2605,2,3,44,468.36
2406,2,2,73,338.24
1573,5,1,20,415.3
2719,2,1,42,453.5
1522,4,1,42,320.93
1863,3,2,57,328.27
3253,4,1,21,590.87
1597,2,2,9,394.13
2586,3,1,19,491.28
1390,3,2,5,404.6
1576,1,2,100,280.08
2087,5,1,16,474.37
2168,3,3,15,493.7
1278,3,1,7,394.53
2671,1,2,8,543.77
1914,3,3,2,524.46
2413,1,2,8,527.02
1946,4,1,29,388.74
2213,3,1,38,384.44
2179,4,2,4,596.34
2680,4,2,0,660.33
2427,3,1,13,502.29
2357,3,2,30,435.39
2144,2,2,20,462.28
2423,4,1,4,560.32
1615,4,2,8,428.13
2718,2,1,16,473.25
672,4,2,44,227.88
1953,1,2,1,499.53
1745,3,1,43,326.83
1788,1,1,3,451.08
1448,3,2,9,388.63
1379,3,1,59,292.04
761,2,2,12,287.93
2588,5,3,23,559.95
3174,5,1,69,413.82
1593,3,1,23,379.34
1922,3,1,10,466.36
2084,3,1,62,344.46
2055,2,2,25,428.89
2165,4,2,12,504.37
1525,5,2,7,468.61
1251,2,2,5,397.3
2236,4,3,4,577.76
3294,5,2,39,569.63
1724,2,1,10,410.47
2623,2,2,26,436.23
1810,1,1,45,302.7
2663,3,1,10,582.92
1691,2,1,2,416.53
1243,4,1,45,272.02
1369,2,2,5,455.49
1892,3,1,26,408.28
1326,3,1,4,453.83
2184,4,1,16,471.07
1250,2,1,52,271.76
2358,4,2,46,419.82
2024,1,2,15,428.62
2825,3,1,5,599.02
2636,4,2,51,425.97
1803,3,1,21,389.49
2215,3,1,4,566.78
2571,2,2,6,543.43
2989,3,1,12,590.83
1699,4,1,38,340.73
1821,4,1,0,499.77
2032,2,2,12,456.17
2766,4,2,37,492.26
3129,3,1,16,563.8
1071,3,3,55,259.79
1800,3,3,14,405.63
3186,4,1,27,553.97
2112,2,2,15,449.31
2260,1,2,8,487.16
1155,5,2,15,343.24
2662,4,1,13,566.16
2491,2,1,1,599.19
1615,2,1,9,399.62
2723,4,1,28,487.69
876,4,1,1,386.93
1396,5,3,28,406.79
2864,3,2,40,473.69
3188,2,1,6,619.02
2134,2,2,11,428.74
2802,2,2,15,522.86
2395,4,1,36,448.9
1653,2,2,14,413.28
1917,1,1,23,409.72
1893,2,1,10,415.96
2446,1,1,29,427.47
3132,2,1,0,680.85
2254,4,3,36,435.03
2456,3,1,1,635.43
2480,5,3,67,448.91
1603,2,1,44,288.63
2226,3,1,6,549.95
2552,1,3,60,392.45
2826,5,2,61,464.55
2417,2,1,9,508.02
1505,3,1,7,384.57
2468,3,1,28,471.12
1620,2,2,0,499.31
2089,2,1,21,428.8
1848,2,2,1,475.96
2011,3,1,0,540.62
1611,4,1,41,322.99
2803,2,1,15,560.81
1189,3,2,7,413.26
1458,2,3,29,333.27
765,2,1,1,332.18
2523,1,1,40,379.5
1294,1,2,100,230.66
1173,3,2,4,386.85
2300,4,1,5,549.37
2239,3,1,30,419.8
2283,2,2,1,546.7
1918,3,2,3,506.8
1490,3,2,17,399.47
911,3,1,4,308.42
1169,2,3,18,364.56
2315,2,1,20,436.49
1880,4,2,35,370.83
1678,5,2,6,484.46
2713,4,1,16,578.32
1284,4,1,2,411.29
1532,2,3,16,406.75
1710,5,1,29,361.62
2062,4,3,5,555.7
1454,2,3,17,384.27
1817,2,1,17,371.05
2005,3,2,0,527.67
1438,2,1,46,292.6
1825,5,1,14,464.48
1313,2,3,52,285.12
2125,3,1,17,464.06
2096,3,2,42,358.81
1840,2,1,3,484.71
1505,3,1,11,405.57
1863,3,1,16,436.61
1459,5,2,91,289.22
1747,3,2,8,438.88
1787,3,1,3,496.34
2830,3,2,38,512.49
1639,4,2,5,445.54
2101,2,2,29,424.81
500,2,2,9,250.47
1876,3,1,5,454.48
3030,4,2,27,525.45
2019,2,3,24,414.92
930,2,2,8,339.03
2352,4,2,30,452.27
2451,3,1,23,482.12
2550,3,1,19,483.17
2242,2,2,9,493.48
1996,2,1,21,387.31
1747,3,1,9,453.71
2903,2,1,19,486.58
1545,2,1,20,379.67
1312,5,1,63,308.73
1838,3,2,15,421.27
2102,3,2,29,389.78
2372,2,2,35,430.46
3132,2,2,100,382.34
2734,3,2,16,537.04
1793,4,1,6,425.73
2560,1,1,20,473.02
2556,3,1,0,600.96
2086,2,2,41,395.33
1856,2,1,56,305.66
2847,3,2,1,663.85
1525,1,1,2,396.17
2187,2,2,18,455.9
2959,4,2,21,542.65
2547,3,2,70,408.27
2926,4,2,40,506.97
2039,2,2,22,435.96
2352,3,1,2,557.13
2223,3,2,25,423.09
1199,4,1,66,257.34
2704,4,1,76,394.82
1771,3,2,19,402.51
2684,3,1,52,442.21
1108,2,1,45,269.18
1493,2,1,1,448.78
1545,4,1,31,380.42
2594,2,3,9,532.02
2063,3,2,7,471.01
2354,5,1,38,432.04
2067,4,3,13,489.97
2188,4,2,6,564.92
2252,2,1,4,471.81
2051,3,2,19,447.67
1887,3,1,7,431.4
1619,5,1,60,371.65
3191,2,1,23,541.77
2102,2,1,43,362.29
2609,3,3,4,603.95
2994,3,2,16,526.5
2849,4,2,9,573.52
1088,3,3,5,392.19
1504,3,3,51,353.65
1715,3,3,24,437.58
2501,2,3,20,481.16
1804,2,2,16,400.0
2085,3,1,13,454.23
2684,3,2,1,632.99
1566,3,3,13,386.15
2043,3,2,15,467.85
1104,3,2,60,259.59
2044,2,3,25,401.82
2184,3,2,47,345.2
2135,4,1,49,390.05
1024,3,1,23,305.19
3119,4,2,10,662.9
1871,3,2,14,407.71
1655,2,1,1,475.15
2620,2,1,85,356.56
1685,3,3,12,476.18
1628,3,2,7,474.84
2632,4,1,0,662.23
2994,3,2,100,447.91
2098,4,2,25,426.15
2473,1,1,11,499.02
2695,2,1,6,544.46
1761,1,2,5,439.35
1969,3,1,36,358.17
3135,4,1,18,577.74
1531,2,2,4,409.11
2228,5,2,28,464.77
2100,2,1,39,366.45
2101,3,3,3,560.39
2680,1,2,100,360.35
2444,3,1,14,491.97
1805,3,1,13,421.07
1715,5,1,47,341.92
1738,1,1,3,396.1
1769,5,3,56,407.7
1915,2,2,32,364.54
2645,5,3,3,684.11
1323,1,2,3,383.78
2174,3,2,43,380.83
1723,4,1,67,315.26
2226,4,3,17,512.36
1910,3,1,4,483.47
3173,3,2,90,434.3
785,3,2,25,312.01
1517,2,2,8,395.65
2251,3,1,64,384.53
1744,5,1,14,439.29
1472,4,1,11,418.52
2574,2,1,89,339.5
1340,3,1,9,374.24
2548,2,2,14,478.25
2698,3,1,7,607.23
1244,4,1,2,435.27
2614,4,3,19,579.58
2260,4,2,20,493.05
2633,2,1,1,587.03
2569,1,1,100,323.8
1768,5,1,21,403.82
2058,3,1,24,412.17
1915,3,1,33,369.99
3167,2,2,1,702.72
2336,3,2,10,488.79
2528,2,1,3,540.12
1653,4,2,16,457.7
2736,5,2,1,688.59
2612,4,1,6,577.51
1764,1,2,56,298.59
1123,4,1,18,338.73
2849,3,2,10,548.89
1873,3,2,68,327.96
2008,3,1,14,451.78
1123,2,1,4,346.22
1879,3,1,5,487.86
2086,4,2,9,486.68
2563,2,2,3,611.09
1909,3,1,17,414.19
2127,2,1,11,467.92
931,4,3,2,408.65
1624,3,1,3,443.76
3240,3,1,6,663.87
2838,3,1,3,626.87
2830,2,1,11,587.22
2594,1,1,100,349.07
1619,2,1,3,416.2
993,4,2,19,293.05
1873,2,1,24,396.2
2219,2,2,42,379.77
2571,1,2,4,553.03
2060,2,1,1,489.86
1148,4,1,14,359.95
2209,3,1,29,429.89
1536,3,1,16,398.96
1533,5,2,72,334.26
1243,4,2,5,404.73
1786,2,1,4,425.67
1383,3,3,6,447.55
2886,4,2,2,673.23
2092,2,2,3,511.17
2977,5,1,29,534.44
2781,2,3,19,515.77
2411,4,1,8,535.41
2189,3,1,10,495.61
1692,3,1,22,359.7
2958,2,1,53,465.63
2865,2,1,32,492.16
1086,5,2,61,312.72
2722,2,2,28,474.59
2340,3,3,13,524.17
1396,4,1,1,438.36
865,3,2,0,373.32
1302,3,2,29,336.99
2236,3,2,11,521.44
1319,4,1,100,278.21
2125,3,1,65,345.36
2986,3,1,21,513.83
2498,3,1,4,589.73
1287,4,2,21,356.84
2761,2,1,47,402.62
1920,1,2,43,373.66
676,3,2,13,293.98
1730,3,1,48,301.67
2185,5,1,2,518.3
1964,4,2,26,416.74
1165,3,2,5,401.49
3101,4,2,4,690.2
1920,2,1,43,350.81
2662,1,2,18,515.81
1570,1,1,4,394.48
2789,4,2,11,571.9
1725,1,2,16,408.08
1365,3,1,27,332.3
2306,1,1,25,425.28
1794,3,3,76,319.11
2357,5,1,12,544.07
2258,3,1,60,388.84
1493,3,1,12,371.56
3042,1,1,1,657.02
2559,4,2,3,635.74
2164,2,1,5,495.52
2078,3,3,8,516.4
3054,4,1,5,657.25
3519,3,2,100,455.5
1739,4,1,26,377.64
2267,2,1,3,544.3
1919,4,1,47,365.63
1967,2,1,27,400.62
1916,3,2,1,525.18
2414,5,2,1,613.12
1917,4,3,3,561.22
2297,2,2,5,497.43
2327,1,1,68,346.33
2245,1,3,37,411.15
2454,2,1,4,542.11
1915,2,1,12,428.0
1482,3,3,0,505.06
2407,5,1,37,409.9
1791,4,2,16,431.54
2140,4,2,12,521.83
2209,5,2,21,475.65
985,3,2,0,382.01
1338,3,2,33,321.77
2349,3,1,26,434.95
1784,4,2,23,435.11
1396,2,1,78,240.43
1786,3,2,58,367.04
2318,5,1,19,481.55
2251,5,3,11,572.97
1606,4,1,8,408.96
500,3,2,63,194.58
2072,1,1,14,434.25
2879,4,2,17,586.83
2081,3,1,29,418.58
2841,4,1,100,434.3
2079,2,1,6,472.48
1127,1,1,56,244.61
2630,4,2,3,638.28
827,2,2,0,350.32
2208,2,1,6,507.36
1937,5,2,21,436.98
1742,3,2,43,344.55
2572,3,1,25,502.37
1765,4,1,20,413.21
1359,1,2,11,327.03
2307,2,1,22,428.44
1125,4,1,6,368.1
1760,2,3,15,374.76
2663,2,1,25,483.68
1528,2,3,67,295.35
1606,2,1,1,459.35
1763,3,2,85,329.4
2098,3,1,17,467.42
2247,2,1,3,528.15
1779,3,3,6,482.11
2049,1,2,24,419.63
2729,3,1,3,619.2
2538,3,2,40,433.55
1724,5,1,33,354.45
1911,3,2,13,457.69
2047,3,1,4,512.58
1985,3,2,8,502.16
2253,2,2,19,432.0
2099,2,2,56,324.92
2253,3,2,7,543.59
2168,2,2,5,507.11
1266,2,1,2,374.18
2378,4,1,8,563.64
2762,2,2,49,430.43
2298,1,1,21,447.87
2293,4,1,2,542.17
1957,4,1,68,329.77
801,4,3,21,303.84
2543,2,2,21,488.47
2346,4,3,2,589.92
1462,1,3,21,336.54
935,1,3,100,212.81
2588,4,1,57,398.68
1469,4,2,25,389.29
2325,5,2,8,599.09
2611,2,2,4,562.17
2530,4,1,12,533.74
2495,5,1,27,499.4
1629,3,2,59,320.48
2373,3,1,4,551.15
2677,4,1,1,653.79
1207,3,1,1,436.74
1473,3,1,48,300.68
2952,3,1,4,681.69
500,4,1,8,287.0
1647,2,2,6,424.78
2916,2,2,25,466.36
1506,3,1,25,347.89
2454,3,1,36,450.15
862,2,1,12,291.6
1717,3,2,4,467.25
500,3,3,17,250.94
3038,2,1,33,461.97
2232,2,1,16,451.34
3282,3,2,5,652.39
3306,4,2,12,670.26
2448,3,2,44,421.3
1157,3,1,28,298.7
1705,2,1,40,326.42
1092,3,1,0,334.85
2435,4,2,6,595.48
2173,4,2,58,369.09
2448,4,2,2,596.17
1420,3,1,40,321.23
2412,1,2,14,450.39
1855,1,3,5,467.71
1720,3,1,36,360.08
923,3,2,41,264.28
2811,1,1,1,605.49
1777,4,1,36,374.65
2197,1,1,3,498.86
2181,3,1,2,546.96
2505,3,1,16,464.6
861,3,1,6,300.42
2606,1,1,10,508.66
2769,3,2,26,523.66
2668,4,2,27,504.77
1416,4,2,51,299.08
1985,2,1,12,426.91
1599,2,1,18,353.67
2703,5,3,30,511.71
2181,5,1,19,456.11
2702,5,1,3,661.5
1440,5,1,10,432.99
2204,3,2,39,416.26
1067,1,2,6,308.15
3094,3,1,13,621.42
1831,5,1,31,392.15
1562,1,1,21,343.46
1293,3,1,10,399.06
2379,3,1,11,476.51
2168,3,2,13,472.24
1083,2,2,100,282.57
1979,5,3,25,434.39
2010,3,1,20,393.61
2986,2,2,26,498.39
2053,3,2,9,492.06
1158,2,1,10,336.4
2497,2,2,8,524.19
2991,2,2,5,594.12
1670,3,2,63,306.63
3034,4,2,0,730.88
1251,3,1,21,339.85
1100,4,1,3,405.56
1419,2,2,18,370.36
2132,1,2,25,379.87
2895,2,1,9,575.73
1542,1,1,30,340.59
2618,5,1,7,607.6
2602,1,2,33,417.77
1252,2,1,23,330.42
1803,5,1,58,362.53
2066,1,1,100,310.25
1749,3,2,71,335.11
1125,3,2,2,389.75
1655,5,2,35,366.65
1720,3,2,17,398.37
2682,1,2,2,607.6
1767,4,2,77,317.1
2000,4,1,1,546.71
2000,5,1,36,377.7
1975,2,1,23,389.76
2087,3,2,20,449.2
2678,2,1,56,399.36
2268,2,1,14,461.22
2022,5,2,27,425.95
2114,4,1,60,392.93
2984,4,1,41,454.19
1785,5,2,8,467.88
2763,3,3,56,444.48
864,2,3,24,284.04
3017,2,2,10,566.91
1992,2,1,4,485.21
1529,5,2,60,331.85
1944,2,2,14,486.76
2198,3,1,50,366.42
2205,3,2,43,438.49
1936,4,1,0,520.09
2139,2,2,18,441.78
2014,4,1,7,530.37
990,3,2,1,376.16
1158,3,2,89,247.67
1780,4,1,30,358.6
2439,4,1,2,595.74
2234,3,1,15,479.05
2758,4,2,21,511.94
2582,4,1,2,572.55
2598,5,3,19,526.31
2174,3,2,48,377.93
1573,2,2,2,426.07
2994,2,1,72,431.77
2190,1,1,37,343.46
2133,2,1,55,352.59
1119,3,1,15,357.29
2399,2,1,8,516.57
1741,1,1,19,373.41
2311,2,1,23,454.37
1876,5,1,25,450.66
1491,3,1,15,396.93
2902,4,2,16,584.75
1935,2,2,1,482.04
901,3,2,21,280.24
2516,3,1,40,439.49
2282,3,1,0,547.38
1077,5,2,13,377.77
2389,4,1,3,575.16
1318,3,1,1,401.07
1402,2,2,16,327.93
2401,3,2,4,549.48
1725,3,3,37,357.19
1823,4,2,18,419.21
1941,2,1,11,451.68
2131,3,1,25,435.13
2469,1,2,29,427.19
1557,3,3,62,308.58
2285,3,2,15,488.53
2049,3,1,7,491.41
1330,4,1,33,341.75
2450,2,3,18,445.99
2943,5,1,0,699.2
2430,5,1,28,441.8
2592,2,3,29,464.35
2229,4,2,30,449.52
1633,4,1,13,422.18
2479,4,2,23,485.14
2057,5,2,0,596.3
1687,3,1,14,414.3
1899,3,1,14,436.99
1719,1,2,29,333.17
2429,3,1,3,584.83
1851,2,3,6,484.65
779,4,1,2,391.48
2396,4,3,11,573.88
2753,2,2,5,596.93
1863,4,1,15,416.64
1196,4,2,46,317.5
2177,3,1,1,544.13
2314,1,1,16,435.56
1675,4,2,11,467.61
1838,3,3,39,404.78
1992,2,1,20,415.94
3018,4,2,1,675.59
1535,3,3,13,424.44
2319,4,1,19,472.29
1476,5,3,1,526.66
1347,2,2,1,402.38
1517,4,2,0,510.61
3133,3,2,7,697.95
1982,4,1,1,540.09
1994,3,3,15,454.33
1237,4,1,19,333.85
2073,4,2,37,386.08
2363,3,2,4,540.48
1588,3,1,6,426.45
1864,2,1,17,387.42
1507,2,2,25,357.16
2619,3,1,46,410.31
1689,3,1,1,468.04
1853,3,1,22,367.45
2870,4,1,33,485.79
1991,3,3,6,500.4
1467,1,2,64,291.67
1867,5,1,24,445.87
3035,4,1,0,705.07
1875,3,2,1,487.52
2684,3,2,12,548.15
1152,3,1,100,224.32
1133,2,2,2,397.58
1467,4,2,37,357.69
1373,2,1,16,302.45
2395,2,1,57,373.53
1983,4,2,18,456.0
2785,2,3,23,556.78
1876,2,2,44,353.02
1364,3,1,56,281.17
1742,3,1,17,396.42
1700,2,1,30,356.83
3126,5,2,18,602.02
1647,1,3,16,397.59
2927,2,1,45,438.39
2677,4,1,1,631.31
3128,3,2,100,437.57
500,2,2,9,271.2
2395,2,1,19,443.49
2412,4,1,10,536.21
2561,3,2,34,432.69
1395,3,2,2,440.6
1338,2,3,20,358.95
1776,3,2,35,340.63
1815,2,3,2,514.93
2113,3,1,0,526.18
2457,3,3,14,497.89
1953,2,1,5,463.86
2463,2,2,13,516.48
2486,2,1,32,428.16
1862,3,1,86,336.46
1966,3,3,16,484.93
2238,1,1,12,473.57
2032,2,1,37,352.48
2041,3,1,100,317.08
2527,5,1,0,628.16
1873,3,2,12,459.19
699,3,2,31,263.97
1951,2,1,20,420.86
2367,5,2,11,552.21
2085,2,1,14,462.35
2621,2,1,13,491.13
1895,2,1,3,484.02
1983,4,1,14,476.88
1335,4,2,29,371.18
1929,3,2,96,337.64
1746,3,2,15,431.38
2382,2,1,67,352.67
1853,3,1,10,429.62
2263,4,1,6,543.83
2044,3,1,22,420.08
1831,2,1,17,380.19
3066,2,1,2,670.02
2510,4,2,41,459.91
1601,3,1,0,481.64
3000,3,2,36,491.95
1920,2,1,40,358.3
1631,4,2,29,378.9
3547,4,2,6,721.66
1500,3,1,3,451.85
2940,3,1,37,495.3
2177,3,2,19,469.91
1659,3,1,4,435.06
2586,3,2,60,353.66
2458,3,2,44,433.06
1906,4,2,11,489.29
2593,2,1,3,569.45
2034,2,1,10,459.34
2403,1,2,17,508.02
1032,3,2,21,310.61
2069,3,1,39,389.94
1871,2,1,15,392.86
2775,5,1,20,528.15
2689,3,1,1,648.44
1822,4,2,26,408.49
1886,4,1,14,417.99
1916,3,1,17,434.93
2379,2,1,100,334.31
1960,1,2,70,347.82
1415,4,2,72,301.42
2389,3,3,51,370.62
1933,2,2,11,447.94
1700,3,1,4,428.07
2345,1,2,22,420.33
1933,3,3,81,316.25
2753,4,2,22,557.27
1924,3,1,3,476.79
749,3,2,4,341.79
1175,5,3,49,285.44
1348,5,2,4,434.59
2585,5,1,0,660.74
1319,1,2,1,384.23
1318,4,2,2,434.66
2014,3,3,18,499.85
2291,3,1,19,440.11
2926,2,2,36,455.63
2081,4,2,7,526.6
1854,3,1,1,495.96
2792,2,2,7,597.21
2427,4,1,2,591.53
2351,5,3,5,600.75
1425,1,3,100,256.3
2709,2,2,0,661.43
2325,4,2,52,427.7
1923,2,1,29,379.96
2355,3,2,4,572.63
1945,3,1,13,480.4
1002,1,2,0,355.76
1529,5,3,7,462.69
1551,3,2,18,390.33
2502,2,1,17,518.15
3192,5,3,19,649.87
678,2,1,13,226.95
2162,2,1,62,335.0
1826,2,2,6,439.02
2075,2,1,41,389.39
2439,3,1,8,542.26
1807,3,2,20,419.03
2126,4,1,0,542.17
2109,3,3,13,483.88
2241,2,1,34,421.28
2824,3,1,35,476.59
2427,3,1,4,549.77
1789,2,1,14,408.15
2850,2,1,38,437.04
1294,3,1,52,287.06
2892,2,1,11,582.05
2129,3,1,2,537.81
2293,4,2,30,427.46
2076,1,2,1,469.85
2242,2,2,34,428.66
1947,4,1,23,433.58
3096,4,2,16,641.58
1727,3,2,4,508.32
2425,3,2,11,487.28
2865,2,2,18,556.78
2412,2,1,9,477.68
2469,2,1,5,544.85
2038,4,2,25,426.07
2598,4,1,0,649.69
1255,2,2,26,330.65
1564,4,2,3,470.63
3670,3,1,14,654.88
2113,2,2,0,568.45
2929,2,1,53,473.16
1954,3,2,25,412.46
1839,1,1,13,405.46
1098,2,1,94,250.66
2013,4,1,100,334.33
2181,2,1,60,354.59
1164,2,1,5,356.98
3158,1,1,12,559.85
2550,2,2,40,451.09
2337,5,1,44,434.68
2696,4,2,28,499.37
2528,2,1,57,418.53
1794,2,1,10,403.57
1612,4,1,13,400.33
2452,4,1,70,392.74
3332,3,1,5,678.87
2308,2,1,10,518.19
1671,2,2,6,458.7
2071,3,1,17,465.53
1201,3,1,74,236.64
1627,2,1,50,323.08
2488,1,2,15,457.73
1942,4,1,41,401.85
2979,2,1,11,556.08
2399,3,1,9,538.42
1644,3,1,15,411.05
1685,4,3,23,414.02
1180,2,1,11,346.87
1744,4,3,100,333.75
1942,5,1,14,450.53
2947,3,1,4,647.98
2422,1,2,27,397.9
1547,3,1,4,427.13
1261,4,1,12,394.13
1874,5,1,39,364.65
2404,4,2,7,574.02
1761,3,1,25,365.34
1415,3,1,38,316.68
1396,2,2,39,313.32
2042,4,1,51,308.21
1588,2,2,15,407.62
1831,3,2,1,508.45
2206,2,2,6,480.05
2344,1,1,12,442.75
2774,2,1,50,453.22
1597,3,2,0,524.12
2730,4,2,21,554.04
984,4,1,40,273.45
2532,4,2,34,466.24
2240,3,2,37,439.64
2368,3,2,13,521.37
3890,4,1,29,608.15
1545,3,2,22,388.64
2018,2,2,100,280.68
1742,2,1,7,410.15
1324,3,2,10,398.46
2873,1,1,6,564.03
2443,4,1,5,565.7
1929,2,1,3,448.45
2336,3,3,10,559.29
1961,3,2,5,514.14
1531,4,1,11,398.95
2059,3,3,18,452.83
1887,5,1,20,447.45
1897,4,2,22,397.83
2438,5,2,22,505.55
1988,1,1,13,424.91
2127,5,3,48,446.65
1950,4,2,13,477.77
1022,4,3,22,347.51
3776,3,1,100,497.66
2263,4,1,3,531.86
2066,5,3,45,434.51
2047,2,1,16,409.54
2655,3,3,23,535.91
971,2,1,69,229.93
1529,3,2,1,467.26
1399,2,1,85,280.02
1383,5,2,5,461.31
741,3,2,28,256.22
2703,2,1,15,494.39
2107,4,2,7,527.8
1333,3,1,21,304.16
1988,3,2,9,512.7
2293,3,2,21,459.95
2120,4,1,39,403.39
1958,5,1,51,391.42
2187,5,3,1,614.51
1803,4,2,1,532.97
1997,2,1,13,416.82
2130,4,1,5,503.89
1499,2,2,3,422.51
1868,4,3,9,542.69
2234,1,3,58,352.56
2561,2,2,6,544.6
2872,2,1,12,552.53
1518,5,2,15,411.12
1747,3,2,2,474.76
1900,1,2,11,449.62
500,5,2,9,336.78
2788,2,2,11,534.64
2038,3,1,8,467.17
1720,4,2,1,473.31
2076,1,1,29,363.83
2400,3,2,20,463.53
2520,1,1,23,490.78
1067,5,2,29,290.41
2978,4,1,32,531.75
2358,3,2,8,559.02
2747,1,2,13,497.23
1913,5,2,28,426.67
1093,4,2,24,359.06
1362,4,2,76,296.16
2210,3,1,21,447.6
1879,3,2,26,391.65
2536,2,2,49,418.15
1643,3,2,31,333.69
1650,2,1,31,342.79
2484,3,1,11,565.35
3163,3,1,14,597.88
2479,3,2,1,612.6
1485,4,1,11,389.11
2193,3,2,12,506.32
2259,4,2,2,574.62
2043,3,1,5,471.23
2497,5,1,7,570.3
1860,3,2,31,365.57
2056,1,1,18,367.84
1955,3,1,25,382.42
1815,2,2,24,410.04
3082,3,2,6,629.02
2118,2,2,47,340.89
1614,2,1,30,342.07
2643,4,2,0,663.38
1806,2,2,3,479.69
1508,2,2,73,302.9
1356,3,1,9,396.01
3115,2,1,16,565.34
2424,4,1,57,378.89
2413,4,2,2,584.64
2955,1,1,6,579.07
973,4,1,87,265.96
1989,3,1,53,346.46
2513,3,1,96,355.37
1964,2,3,95,309.28
2019,2,2,44,331.71
2654,5,1,8,604.84
2054,4,2,31,420.21
2704,4,1,26,545.49
2060,4,3,65,377.43
2146,3,2,0,567.09
1693,4,2,2,467.93
2910,3,1,15,555.9
2186,2,1,4,540.52
1522,3,1,27,356.26
2498,2,1,67,385.98
1974,4,1,35,359.34
2010,2,1,22,399.59
2644,3,1,39,455.85
1869,5,1,3,513.6
1917,2,1,69,308.59
2510,3,2,12,602.72
1758,3,1,22,357.58
1985,3,1,2,477.89
1050,4,2,1,406.1
2453,4,1,10,512.51
2032,2,1,7,485.25
1328,3,2,9,371.76
2261,4,2,22,474.55
1302,5,3,19,416.51
1554,4,2,6,434.91
2650,1,1,6,542.22
1900,2,2,17,381.3
1699,5,1,37,387.96
1772,3,1,18,407.38
1100,2,2,5,350.31
1726,3,1,15,377.27
2145,3,1,7,512.02
2080,3,2,53,360.87
2016,3,1,12,412.53
1338,4,1,11,406.27
1922,1,1,87,297.35
2544,3,2,56,384.63
1997,1,2,11,446.74
1661,1,2,19,348.17
2867,3,3,53,461.56
1884,3,1,9,434.22
2616,4,1,16,547.34
1916,1,1,2,467.64
1898,3,3,21,401.18
1891,1,1,14,386.3
2101,3,2,21,434.15
1978,5,1,5,536.52
1133,2,1,16,291.8
3043,4,1,6,638.94
3279,5,1,7,696.74
1220,3,1,37,292.21
2187,1,2,1,535.06
3139,3,1,19,574.18
1963,3,1,18,438.22
2814,4,1,22,545.15
1802,4,1,66,343.12
3275,5,1,5,707.07
810,3,3,10,326.45
1851,3,2,47,357.36
1074,4,1,56,278.34
1696,3,1,26,329.04
1619,3,1,20,415.03
864,3,2,100,231.96
2507,2,3,26,455.09
2481,5,1,0,645.3
2828,4,1,15,574.07
1937,4,1,9,443.22
2820,2,1,9,533.88
1903,2,3,30,359.44
2260,3,1,10,522.48
1612,2,3,4,459.14
2090,4,2,13,505.16
1965,3,1,11,447.14
2021,2,2,31,367.75
1176,3,1,35,292.71
1850,3,1,12,391.7
2061,2,1,7,492.25
1267,1,2,45,236.96
1812,3,1,15,412.16
1856,4,2,23,444.17
2117,3,1,3,552.73
757,1,1,7,287.18
1885,2,1,28,317.62
1225,2,1,48,251.75
663,2,2,12,236.23
3384,4,3,8,690.22
1158,1,1,14,327.57
1300,3,2,1,431.93
2629,2,1,14,500.4
2016,3,3,5,519.9
1410,1,1,39,255.24
1674,3,1,14,455.54
2348,2,1,8,494.87
1328,4,2,9,410.71
2211,4,1,7,522.64
1415,2,2,0,434.21
2608,4,3,26,542.66
1673,4,1,75,318.53
1584,3,1,32,321.36
2014,1,2,3,459.8
818,2,1,72,198.9
2186,3,1,65,381.61
2641,1,2,7,569.77
2129,2,2,4,515.17
1866,3,2,37,383.99
2731,2,2,1,652.58
3103,4,1,9,657.06
2144,3,1,7,484.6
2043,3,1,22,409.39
2713,4,1,14,565.1
2062,1,2,8,419.21
2259,3,1,2,545.71
2156,2,1,7,499.81
2394,1,3,18,503.27
2742,3,1,49,432.86
2327,4,2,1,588.78
1768,2,2,17,399.81
1951,2,1,12,419.97
1976,2,2,6,479.93
2351,3,1,21,447.4
1680,5,1,49,359.6
1828,5,2,10,515.34
